crash_unit_id,crash_record_id,crash_date_left,unit_no,unit_type,num_passengers,vehicle_id,cmrc_veh_i,make,model,lic_plate_state,vehicle_year,vehicle_defect,vehicle_type,vehicle_use,travel_direction,maneuver,towed_i,fire_i,occupant_cnt,towed_by,towed_to,area_00_i,area_01_i,area_02_i,area_03_i,area_04_i,area_05_i,area_06_i,area_07_i,area_08_i,area_09_i,area_10_i,area_11_i,area_12_i,area_99_i,first_contact_point,cmv_id,usdot_no,commercial_src,gvwr,carrier_name,carrier_state,carrier_city,hazmat_placards_i,hazmat_present_i,hazmat_report_i,mcs_report_i,hazmat_vio_cause_crash_i,mcs_vio_cause_crash_i,idot_permit_no,trailer1_width,trailer2_width,trailer1_length,axle_cnt,vehicle_config,cargo_body_type,load_type,hazmat_out_of_service_i,mcs_out_of_service_i,hazmat_class,crash_date_est_i,crash_date_right,posted_speed_limit,traffic_control_device,device_condition,weather_condition,lighting_condition,first_crash_type,trafficway_type,alignment,roadway_surface_cond,road_defect,report_type,crash_type,intersection_related_i,private_property_i,hit_and_run_i,damage,date_police_notified,prim_contributory_cause,sec_contributory_cause,street_no,street_direction,street_name,beat_of_occurrence,photos_taken_i,statements_taken_i,dooring_i,work_zone_i,work_zone_type,workers_present_i,num_units,most_severe_injury,injuries_total,injuries_fatal,injuries_incapacitating,injuries_non_incapacitating,injuries_reported_not_evident,injuries_no_indication,injuries_unknown,crash_hour,crash_day_of_week,crash_month,latitude,longitude,location
2066349,207701b332ef884cb9545e0f37eabaf113cd3583f8bc654180e296b33938250f2d1802572d01148651433ff2ee242618a5f1d9173946bfc68ec82602461852f5,2025-05-19T14:40:00.000,1,DRIVER,,1969762.0,,ICL CARGO TRAILER,ICL CARGO TRAILER,IL,2012.0,NONE,BUS UP TO 15 PASS.,SCHOOL BUS,N,LEAVING TRAFFIC LANE TO PARK,,,1.0,,,Y,,,,,,,,,,,,,,REAR-RIGHT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-19T14:40:00.000,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",2025-05-19T16:30:00.000,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,NOT APPLICABLE,6201,S,FAIRFIELD AVE,825,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14,2,5,41.7808678905,-87.6920775844,POINT (-87.692077584419 41.780867890545)
2066350,207701b332ef884cb9545e0f37eabaf113cd3583f8bc654180e296b33938250f2d1802572d01148651433ff2ee242618a5f1d9173946bfc68ec82602461852f5,2025-05-19T14:40:00.000,2,PARKED,1.0,1969770.0,,JEEP,CHEROKEE,IL,2014.0,NONE,PASSENGER,NOT IN USE,N,PARKED,,,1.0,,,,,,,,,,,,,Y,,,,SIDE-LEFT,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-19T14:40:00.000,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",2025-05-19T16:30:00.000,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,NOT APPLICABLE,6201,S,FAIRFIELD AVE,825,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14,2,5,41.7808678905,-87.6920775844,POINT (-87.692077584419 41.780867890545)
2066333,874d4e6a3af2882ff86472fc87c0a7310136ec3c8d8afaec6908e3c661d7e75fe346e487fd1a95777a220fdc1fcbf219c2225167a29183536ae087c5305476ba,2025-05-19T14:35:00.000,1,DRIVER,,1969743.0,,SATURN,SL,IL,1999.0,NONE,PASSENGER,PERSONAL,E,MERGING,,,1.0,,,,Y,Y,Y,,,,,,,,,,,SIDE-RIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-19T14:35:00.000,30,STOP SIGN/FLASHER,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",2025-05-19T14:36:00.000,IMPROPER OVERTAKING/PASSING,IMPROPER OVERTAKING/PASSING,2229,S,BLUE ISLAND AVE,1034,,N,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14,2,5,41.8516071308,-87.6674674367,POINT (-87.667467436722 41.851607130827)
2066334,874d4e6a3af2882ff86472fc87c0a7310136ec3c8d8afaec6908e3c661d7e75fe346e487fd1a95777a220fdc1fcbf219c2225167a29183536ae087c5305476ba,2025-05-19T14:35:00.000,2,PARKED,,1969756.0,,FORD,OTHER (EXPLAIN IN NARRATIVE),IL,2024.0,UNKNOWN,OTHER,STATE OWNED,E,PARKED,,,0.0,,,,,,,,,,Y,Y,,,,,,REAR-LEFT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-19T14:35:00.000,30,STOP SIGN/FLASHER,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",2025-05-19T14:36:00.000,IMPROPER OVERTAKING/PASSING,IMPROPER OVERTAKING/PASSING,2229,S,BLUE ISLAND AVE,1034,,N,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14,2,5,41.8516071308,-87.6674674367,POINT (-87.667467436722 41.851607130827)
2066484,0090f12768c3545f251250d42bea4c2b4a1f9857088f028942b882842dc8191d00503f6efe6b982871038608c788001488ac19f4cfcc5b917a0f2eeb9257a2b5,2025-05-19T14:30:00.000,1,DRIVER,,1969896.0,,DODGE,DURANGO,IL,2016.0,NONE,PASSENGER,PERSONAL,W,STRAIGHT AHEAD,Y,,1.0,city of chicago,doty rd,,Y,Y,,,,,,,,Y,Y,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-19T14:30:00.000,20,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,STRAIGHT AND LEVEL,DRY,SHOULDER DEFECT,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,Y,"OVER $1,500",2025-05-19T14:40:00.000,DRIVING ON WRONG SIDE/WRONG WAY,NOT APPLICABLE,8200,S,COTTAGE GROVE AVE,631,,,,,,,2,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,1.0,0.0,14,2,5,41.7457041401,-87.6052282036,POINT (-87.605228203638 41.745704140078)
2066485,0090f12768c3545f251250d42bea4c2b4a1f9857088f028942b882842dc8191d00503f6efe6b982871038608c788001488ac19f4cfcc5b917a0f2eeb9257a2b5,2025-05-19T14:30:00.000,2,DRIVER,,1969900.0,,MAZDA,MX-6,IL,2015.0,NONE,PASSENGER,PERSONAL,S,STRAIGHT AHEAD,Y,,1.0,city of chicago,doty rd,,Y,,,,,,,,Y,Y,Y,Y,,SIDE-LEFT,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-19T14:30:00.000,20,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,STRAIGHT AND LEVEL,DRY,SHOULDER DEFECT,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,Y,"OVER $1,500",2025-05-19T14:40:00.000,DRIVING ON WRONG SIDE/WRONG WAY,NOT APPLICABLE,8200,S,COTTAGE GROVE AVE,631,,,,,,,2,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,1.0,0.0,14,2,5,41.7457041401,-87.6052282036,POINT (-87.605228203638 41.745704140078)
2066351,9609f212f8600e3cb1a63a51fdd59797234bdc8865bf7385a86d1c30744514343bbb4f8b802559308e7b2cca2f52fdbc8dd9d617f90f3b226b6081943056112d,2025-05-19T14:30:00.000,1,DRIVER,,1969754.0,,BMW,OTHER (EXPLAIN IN NARRATIVE),IL,2021.0,NONE,PASSENGER,PERSONAL,N,STRAIGHT AHEAD,,,1.0,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-19T14:30:00.000,30,TRAFFIC SIGNAL,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",2025-05-19T16:40:00.000,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1150,N,LAKE SHORE DR,1824,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,4.0,0.0,14,2,5,41.9038773235,-87.6251180198,POINT (-87.625118019791 41.903877323452)
2066352,9609f212f8600e3cb1a63a51fdd59797234bdc8865bf7385a86d1c30744514343bbb4f8b802559308e7b2cca2f52fdbc8dd9d617f90f3b226b6081943056112d,2025-05-19T14:30:00.000,2,DRIVER,2.0,1969765.0,,DODGE,OTHER (EXPLAIN IN NARRATIVE),IL,2023.0,NONE,PASSENGER,PERSONAL,N,STRAIGHT AHEAD,,,3.0,,,,,,,,Y,Y,Y,,,,,,,REAR,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-19T14:30:00.000,30,TRAFFIC SIGNAL,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",2025-05-19T16:40:00.000,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1150,N,LAKE SHORE DR,1824,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,4.0,0.0,14,2,5,41.9038773235,-87.6251180198,POINT (-87.625118019791 41.903877323452)
2066301,a7e3332a6a536067781d0e28c716a9ccee32ecd6e12e0c92ce79c27008c8f61682cc23236ef8b22389f7bcc1704670b7a34e5bf877b3b24e69b1a29811eff584,2025-05-19T14:30:00.000,1,DRIVER,,1969717.0,,INFINITI,OTHER (EXPLAIN IN NARRATIVE),IL,2011.0,UNKNOWN,PASSENGER,UNKNOWN/NA,NW,U-TURN,,,1.0,,,,,,,,,,,,,,,Y,,FRONT-RIGHT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-19T14:30:00.000,30,NO CONTROLS,NO CONTROLS,UNKNOWN,UNKNOWN,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,Y,"$501 - $1,500",2025-05-19T15:10:00.000,IMPROPER LANE USAGE,IMPROPER LANE USAGE,1722,W,HARRISON ST,1231,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14,2,5,41.8742472491,-87.670088955,POINT (-87.670088954977 41.874247249097)
2066302,a7e3332a6a536067781d0e28c716a9ccee32ecd6e12e0c92ce79c27008c8f61682cc23236ef8b22389f7bcc1704670b7a34e5bf877b3b24e69b1a29811eff584,2025-05-19T14:30:00.000,2,PARKED,1.0,1969742.0,,NISSAN,VERSA,IL,2012.0,UNKNOWN,PASSENGER,UNKNOWN/NA,S,PARKED,,,1.0,,,,,,,,,,Y,Y,,,,,,SIDE-LEFT-REAR,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-19T14:30:00.000,30,NO CONTROLS,NO CONTROLS,UNKNOWN,UNKNOWN,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,Y,"$501 - $1,500",2025-05-19T15:10:00.000,IMPROPER LANE USAGE,IMPROPER LANE USAGE,1722,W,HARRISON ST,1231,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14,2,5,41.8742472491,-87.670088955,POINT (-87.670088954977 41.874247249097)
2066400,b54948156b756d76917eee30b50fe743dafb0ff68115a60576b62805152ca0d6fd21f6726c83a160c153bd8f7fedbb692398a084e0224eada345d3a3d402a45d,2025-05-19T14:30:00.000,1,DRIVER,,1969809.0,,SUBARU,LEGACY,IL,2015.0,UNKNOWN,PASSENGER,UNKNOWN/NA,S,STRAIGHT AHEAD,,,1.0,,,,Y,Y,,,,,,,,,N,Y,,REAR-RIGHT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-19T14:30:00.000,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,ONE-WAY,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",2025-05-19T16:45:00.000,UNABLE TO DETERMINE,NOT APPLICABLE,1627,E,75TH ST,411,,,,,,,1,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14,2,5,41.7586726977,-87.5846445426,POINT (-87.584644542629 41.758672697729)
2066281,7c8a24bc1108e6dae79d109c425bceb05be52677b73d31699e52ad006b23e99cab3e7f3ef5197057d1a54c0ecb8c970ab8e6bbe0a95f42cce4c093272ad35649,2025-05-19T14:20:00.000,1,DRIVER,,1969699.0,,CHEVROLET,EXPRESS,IL,2008.0,UNKNOWN,VAN/MINI-VAN,UNKNOWN/NA,N,STRAIGHT AHEAD,,,1.0,,,,,Y,,,,,,,,,,,,SIDE-RIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-19T14:20:00.000,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",2025-05-19T15:15:00.000,UNABLE TO DETERMINE,UNABLE TO DETERMINE,3845,S,WESTERN AVE,911,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14,2,5,41.8235097499,-87.6847246613,POINT (-87.684724661315 41.823509749865)
2066282,7c8a24bc1108e6dae79d109c425bceb05be52677b73d31699e52ad006b23e99cab3e7f3ef5197057d1a54c0ecb8c970ab8e6bbe0a95f42cce4c093272ad35649,2025-05-19T14:20:00.000,2,DRIVER,,1969701.0,,CHEVROLET,TAHOE,IL,2005.0,UNKNOWN,SPORT UTILITY VEHICLE (SUV),PERSONAL,N,STRAIGHT AHEAD,,,1.0,,,,,,,,,,,,,Y,,,,SIDE-LEFT,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-19T14:20:00.000,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",2025-05-19T15:15:00.000,UNABLE TO DETERMINE,UNABLE TO DETERMINE,3845,S,WESTERN AVE,911,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14,2,5,41.8235097499,-87.6847246613,POINT (-87.684724661315 41.823509749865)
2066285,d236b66b2a3a1b98e3a7fee4b822dd7a5cd230d3911b889e82f83364d62cc7fe7e3b8b56426085568df6f9badbaccafeff63082acf906529909c64bfe5122a95,2025-05-19T14:15:00.000,1,DRIVER,,1969702.0,,JEEP,PATRIOT,IL,2011.0,UNKNOWN,PASSENGER,PERSONAL,W,PASSING/OVERTAKING,,,1.0,,,,,,,,,,,,,,Y,,,FRONT-LEFT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-19T14:15:00.000,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,FOUR WAY,STRAIGHT ON GRADE,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",2025-05-19T14:15:00.000,UNABLE TO DETERMINE,UNABLE TO DETERMINE,4500,W,63RD ST,813,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14,2,5,41.7786249931,-87.7350293641,POINT (-87.735029364106 41.778624993141)
2066286,d236b66b2a3a1b98e3a7fee4b822dd7a5cd230d3911b889e82f83364d62cc7fe7e3b8b56426085568df6f9badbaccafeff63082acf906529909c64bfe5122a95,2025-05-19T14:15:00.000,2,DRIVER,,1969709.0,,VOLKSWAGEN,TIGUAN,IL,2022.0,NONE,PASSENGER,PERSONAL,W,STRAIGHT AHEAD,,,1.0,,,,,,,,Y,Y,,,,,,,,REAR-RIGHT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-19T14:15:00.000,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,FOUR WAY,STRAIGHT ON GRADE,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",2025-05-19T14:15:00.000,UNABLE TO DETERMINE,UNABLE TO DETERMINE,4500,W,63RD ST,813,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14,2,5,41.7786249931,-87.7350293641,POINT (-87.735029364106 41.778624993141)
2066299,c458554234dcedc1c6d7247d2f99fd3f394db0c3bd49de1ef2d22aaa1319263abd2fb325c02f47fb08edf258980ba4f39d1ae799d5bc401ac08185f8da0e8af3,2025-05-19T13:56:00.000,1,DRIVER,,1969714.0,,CHEVROLET,MALIBU,IL,2004.0,NONE,PASSENGER,PERSONAL,W,STRAIGHT AHEAD,,,1.0,,,,,,,,,,,,,,,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-19T13:56:00.000,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",2025-05-19T13:57:00.000,FAILING TO REDUCE SPEED TO AVOID CRASH,NOT APPLICABLE,4754,W,DIVERSEY AVE,2521,,,,,,,2,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,2.0,0.0,13,2,5,41.9316459028,-87.7463718184,POINT (-87.746371818405 41.931645902769)
2066300,c458554234dcedc1c6d7247d2f99fd3f394db0c3bd49de1ef2d22aaa1319263abd2fb325c02f47fb08edf258980ba4f39d1ae799d5bc401ac08185f8da0e8af3,2025-05-19T13:56:00.000,2,DRIVER,1.0,1969726.0,,NISSAN,ROGUE,IL,2018.0,NONE,PASSENGER,PERSONAL,W,SLOW/STOP IN TRAFFIC,,,2.0,,,,,,,,,Y,,,,,,,,REAR,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-19T13:56:00.000,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",2025-05-19T13:57:00.000,FAILING TO REDUCE SPEED TO AVOID CRASH,NOT APPLICABLE,4754,W,DIVERSEY AVE,2521,,,,,,,2,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,2.0,0.0,13,2,5,41.9316459028,-87.7463718184,POINT (-87.746371818405 41.931645902769)
2066353,d38e45dc8b84c7afa17bb6a7debe4cd41fcfd54c716c06e7a12fc1402d3bb50b1a2de3b272c7bdd9407ab8573b6771ac92361c4bafe205e915e3f0580b10d9df,2025-05-19T13:45:00.000,1,DRIVER,,1969763.0,,DODGE,OTHER (EXPLAIN IN NARRATIVE),IL,2020.0,NONE,PASSENGER,PERSONAL,S,STRAIGHT AHEAD,,,1.0,,,,Y,,,,,,,,,,Y,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-19T13:45:00.000,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",2025-05-19T16:23:00.000,FOLLOWING TOO CLOSELY,FOLLOWING TOO CLOSELY,4300,S,WESTERN AVE,922,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,13,2,5,41.8156032045,-87.6847727236,POINT (-87.684772723609 41.815603204509)
2066354,d38e45dc8b84c7afa17bb6a7debe4cd41fcfd54c716c06e7a12fc1402d3bb50b1a2de3b272c7bdd9407ab8573b6771ac92361c4bafe205e915e3f0580b10d9df,2025-05-19T13:45:00.000,2,DRIVER,1.0,1969774.0,,HYUNDAI,GENESIS,IL,2023.0,NONE,PASSENGER,PERSONAL,S,STRAIGHT AHEAD,,,2.0,,,,,,,,Y,Y,Y,,,,,,,REAR,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-19T13:45:00.000,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",2025-05-19T16:23:00.000,FOLLOWING TOO CLOSELY,FOLLOWING TOO CLOSELY,4300,S,WESTERN AVE,922,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,13,2,5,41.8156032045,-87.6847727236,POINT (-87.684772723609 41.815603204509)
2066398,faed39dda1ad58d179caa89614918dd5eb8feed141c8291ae1fd5c6dd1b80e7f0b2340018054374e1b5c2877508de2768e4119e81484dfafe23843be61a056f3,2025-05-19T13:44:00.000,1,BICYCLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-19T13:44:00.000,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,ALLEY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,$500 OR LESS,2025-05-19T17:05:00.000,IMPROPER LANE USAGE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,1225,W,WILSON AVE,1913,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13,2,5,41.9652406103,-87.6606985975,POINT (-87.660698597512 41.965240610257)
2066399,faed39dda1ad58d179caa89614918dd5eb8feed141c8291ae1fd5c6dd1b80e7f0b2340018054374e1b5c2877508de2768e4119e81484dfafe23843be61a056f3,2025-05-19T13:44:00.000,2,DRIVER,,1969824.0,,NISSAN,ROGUE,IL,2021.0,NONE,SPORT UTILITY VEHICLE (SUV),PERSONAL,N,ENTER FROM DRIVE/ALLEY,,,1.0,,,Y,,,,,,,,,,,,,,SIDE-RIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-19T13:44:00.000,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,ALLEY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,$500 OR LESS,2025-05-19T17:05:00.000,IMPROPER LANE USAGE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,1225,W,WILSON AVE,1913,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13,2,5,41.9652406103,-87.6606985975,POINT (-87.660698597512 41.965240610257)
2066589,af2363012d0122b08dcabcc401335c5b6446dad1b3f5da77da21171424bd211d05111c8b30d8aef7bdf63af3765e5793a2c4953a022e823d5ab1181e6c8e6f9b,2025-05-19T13:30:00.000,1,DRIVER,,1970000.0,,HINO,OTHER (EXPLAIN IN NARRATIVE),IL,2015.0,OTHER,TRUCK - SINGLE UNIT,COMMERCIAL - SINGLE UNIT,N,STRAIGHT AHEAD,,,1.0,,,,Y,,,,,,,,,,Y,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-19T13:30:00.000,30,TRAFFIC SIGNAL,UNKNOWN,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",2025-05-19T21:16:00.000,UNABLE TO DETERMINE,UNABLE TO DETERMINE,6259,N,BROADWAY,2433,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13,2,5,41.9962865951,-87.6603083002,POINT (-87.660308300197 41.996286595101)
2066590,af2363012d0122b08dcabcc401335c5b6446dad1b3f5da77da21171424bd211d05111c8b30d8aef7bdf63af3765e5793a2c4953a022e823d5ab1181e6c8e6f9b,2025-05-19T13:30:00.000,2,DRIVER,,1970004.0,,LEXUS,RX350,IL,2010.0,UNKNOWN,PASSENGER,PERSONAL,N,SLOW/STOP IN TRAFFIC,,,1.0,,,,,,,,Y,Y,Y,,,,,,,REAR,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-19T13:30:00.000,30,TRAFFIC SIGNAL,UNKNOWN,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",2025-05-19T21:16:00.000,UNABLE TO DETERMINE,UNABLE TO DETERMINE,6259,N,BROADWAY,2433,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13,2,5,41.9962865951,-87.6603083002,POINT (-87.660308300197 41.996286595101)
2066227,bf978065ee22b2633cdfd01226176ec14879205d60af3fdb9ca645621421e644cfbf0bccbc4103bf0ae46f1251bd8a40d8a5428b2d1c0deb968862f42036957c,2025-05-19T13:30:00.000,1,DRIVER,,1969642.0,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),,,UNKNOWN,UNKNOWN/NA,UNKNOWN/NA,UNKNOWN,UNKNOWN/NA,,,1.0,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-19T13:30:00.000,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",2025-05-19T13:50:00.000,UNABLE TO DETERMINE,UNABLE TO DETERMINE,4824,N,PULASKI RD,1712,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13,2,5,41.9690321327,-87.7281989338,POINT (-87.728198933785 41.969032132682)
